year,gear,flag_iso2,fleet,species,catch,units,flag_name,flag_iso3,is_SID
1977,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,skj,31,mt,Australia,AUS,FALSE
1977,P,AU,NA,yft,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1977,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,alb,100,mt,Australia,AUS,FALSE
1978,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,skj,146,mt,Australia,AUS,FALSE
1978,S,AU,AF,skj,113,mt,Australia,AUS,FALSE
1978,P,AU,NA,yft,16,mt,Australia,AUS,FALSE
1978,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1978,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1978,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,alb,100,mt,Australia,AUS,FALSE
1979,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,skj,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,skj,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,yft,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1979,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1979,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,alb,100,mt,Australia,AUS,FALSE
1980,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,skj,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,skj,17,mt,Australia,AUS,FALSE
1980,P,AU,NA,yft,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1980,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1980,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,alb,5,mt,Australia,AUS,FALSE
1981,P,AU,NA,alb,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,bet,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,skj,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,skj,108,mt,Australia,AUS,FALSE
1981,S,AU,AF,skj,244,mt,Australia,AUS,FALSE
1981,O,AU,NA,yft,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,yft,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,blm,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,bum,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,mls,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,swo,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,ham,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,mak,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,por,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,fal,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1981,O,AU,NA,thr,0,mt,Australia,AUS,FALSE
1981,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1981,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,alb,6,mt,Australia,AUS,FALSE
1982,P,AU,NA,alb,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,bet,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,skj,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,skj,196,mt,Australia,AUS,FALSE
1982,S,AU,AF,skj,31,mt,Australia,AUS,FALSE
1982,O,AU,NA,yft,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,yft,5,mt,Australia,AUS,FALSE
1982,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,blm,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,bum,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,mls,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,swo,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,ham,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,mak,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,por,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,fal,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1982,O,AU,NA,thr,0,mt,Australia,AUS,FALSE
1982,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1982,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,alb,7,mt,Australia,AUS,FALSE
1983,P,AU,NA,alb,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,bet,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,skj,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,skj,109,mt,Australia,AUS,FALSE
1983,S,AU,AF,skj,114,mt,Australia,AUS,FALSE
1983,O,AU,NA,yft,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,yft,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,blm,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,bum,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,mls,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,swo,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,ham,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,mak,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,por,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,fal,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1983,O,AU,NA,thr,0,mt,Australia,AUS,FALSE
1983,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1983,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,alb,8,mt,Australia,AUS,FALSE
1984,P,AU,NA,alb,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,bet,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,bet,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,skj,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,skj,78,mt,Australia,AUS,FALSE
1984,S,AU,AF,skj,56,mt,Australia,AUS,FALSE
1984,O,AU,NA,yft,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,yft,5,mt,Australia,AUS,FALSE
1984,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,blm,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,blm,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,bum,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,bum,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,mls,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,mls,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,swo,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,swo,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,ham,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,ham,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,ham,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,mak,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,mak,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,mak,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,ocs,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,ocs,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,por,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,por,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,por,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,fal,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,fal,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,fal,0,mt,Australia,AUS,FALSE
1984,O,AU,NA,thr,0,mt,Australia,AUS,FALSE
1984,P,AU,NA,thr,0,mt,Australia,AUS,FALSE
1984,S,AU,AF,thr,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,alb,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,alb,9,mt,Australia,AUS,FALSE
1985,S,AU,AF,alb,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,bet,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,bet,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,bet,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,pbf,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,pbf,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,pbf,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,skj,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,skj,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,skj,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,yft,9,mt,Australia,AUS,FALSE
1985,O,AU,NA,yft,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,yft,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,blm,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,blm,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,blm,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,bum,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,bum,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,bum,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,mls,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,mls,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,mls,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,swo,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,swo,0,mt,Australia,AUS,FALSE
1985,S,AU,AF,swo,0,mt,Australia,AUS,FALSE
1985,L,AU,AU,ham,0,mt,Australia,AUS,FALSE
1985,O,AU,NA,ham,0,mt,Australia,AUS,FALSE
